subj,chan,task,X,Y,Z,dof,responseTr,Loc_Tval,Loc_Pval,RT,varRT,JPAnatomy,Tval,Pval
S15,RFG18,OTH,45.8784255981445,47.5706558227539,-4.68576335906982,25,16,1.52676264920883,0.0617876424715057,3.74001918908003,2.42959191899469,OFC,0.185525833480467,0.241651669666067
S15,RFG18,SE,45.8784255981445,47.5706558227539,-4.68576335906982,25,9,-0.780545782823217,0.216956608678264,3.16715108716,1.30288244145397,OFC,-1.72618991283449,0.0533893221355729
S15,RFG18,SJ,45.8784255981445,47.5706558227539,-4.68576335906982,25,15,2.38496806465866,0.0113977204559088,3.49929850055998,5.20203529528858,OFC,-0.631862232233043,0.295274278477638
S15,RFG19,EP,13.5602512359619,57.2414436340332,-22.7892875671387,25,7,2.35879756434962,0.0135972805438912,3.32126130451999,1.03754474518316,OFC,-0.0977920488784567,0.349480103979204
S15,RFG19,MTH,13.5602512359619,57.2414436340332,-22.7892875671387,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-1.06314988217529,0.0277944411117776
S15,RFG19,OTH,13.5602512359619,57.2414436340332,-22.7892875671387,25,16,1.86999089031916,0.0325934813037392,3.74001918908003,2.42959191899469,OFC,-0.241676718013492,0.285992801439712
S15,RFG19,SE,13.5602512359619,57.2414436340332,-22.7892875671387,25,9,1.78304480865412,0.0403919216156769,3.16715108716,1.30288244145397,OFC,0.353040791217719,0.376524695060988
S15,RFG19,SJ,13.5602512359619,57.2414436340332,-22.7892875671387,25,15,2.68331834649811,0.00519896020795841,3.49929850055998,5.20203529528858,OFC,-0.349455374543848,0.292608145037659
S15,RFG1,EP,4.67632055282593,39.8628311157227,-26.32493019104,25,7,0.192928839420074,0.435512897420516,3.32126130451999,1.03754474518316,OFC,0.281102635020597,0.263047390521896
S15,RFG1,MTH,4.67632055282593,39.8628311157227,-26.32493019104,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-1.14100098285336,0.165433579950677
S15,RFG1,OTH,4.67632055282593,39.8628311157227,-26.32493019104,25,16,1.45046041602147,0.0803839232153569,3.74001918908003,2.42959191899469,OFC,-0.210797957663823,0.342581483703259
S15,RFG1,SE,4.67632055282593,39.8628311157227,-26.32493019104,25,9,0.371411672135205,0.362727454509098,3.16715108716,1.30288244145397,OFC,1.10797129158495,0.168832900086649
S15,RFG1,SJ,4.67632055282593,39.8628311157227,-26.32493019104,25,15,2.20862896006853,0.0127974405118976,3.49929850055998,5.20203529528858,OFC,-0.58612173730347,0.234419782710125
S15,RFG20,EP,18.7959957122803,54.698314666748,-17.742244720459,25,7,2.82121158436089,0.0027994401119776,3.32126130451999,1.03754474518316,OFC,0.717986004346076,0.120125974805039
S15,RFG20,MTH,18.7959957122803,54.698314666748,-17.742244720459,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.935510185354897,0.0665200293274678
S15,RFG20,OTH,18.7959957122803,54.698314666748,-17.742244720459,25,16,1.53809089167483,0.0681863627274545,3.74001918908003,2.42959191899469,OFC,0.633955221823759,0.27749450109978
S15,RFG20,SE,18.7959957122803,54.698314666748,-17.742244720459,25,9,1.1094747310296,0.138372325534893,3.16715108716,1.30288244145397,OFC,0.192128015498726,0.213224021862294
S15,RFG20,SJ,18.7959957122803,54.698314666748,-17.742244720459,25,15,2.74529334640432,0.00419916016796641,3.49929850055998,5.20203529528858,OFC,-0.0205248878403145,0.186162767446511
S15,RFG21,EP,24.3631858825684,53.9531059265137,-14.9366893768311,25,7,0.199603888267768,0.421915616876625,3.32126130451999,1.03754474518316,OFC,-0.137169754164038,0.143571285742851
S15,RFG21,MTH,24.3631858825684,53.9531059265137,-14.9366893768311,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.109195663243865,0.227754449110178
S15,RFG21,OTH,24.3631858825684,53.9531059265137,-14.9366893768311,25,16,0.347741589654651,0.361127774445111,3.74001918908003,2.42959191899469,OFC,-0.107907765230944,0.382123575284943
S15,RFG21,SE,24.3631858825684,53.9531059265137,-14.9366893768311,25,9,-0.695793990147383,0.278944211157768,3.16715108716,1.30288244145397,OFC,-0.280702481284961,0.195627541158435
S15,RFG21,SJ,24.3631858825684,53.9531059265137,-14.9366893768311,25,15,0.628881245040615,0.271945610877824,3.49929850055998,5.20203529528858,OFC,0.6608030233648,0.293607945077651
S15,RFG22,EP,29.5465507507324,56.6301155090332,-13.3483400344849,25,7,-1.45232394822167,0.0763847230553889,3.32126130451999,1.03754474518316,OFC,-2.3051742947289,0.0135472905418916
S15,RFG22,MTH,29.5465507507324,56.6301155090332,-13.3483400344849,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.521416681539281,0.17996400719856
S15,RFG22,OTH,29.5465507507324,56.6301155090332,-13.3483400344849,25,16,-1.18080462535013,0.120975804839032,3.74001918908003,2.42959191899469,OFC,-0.916980356116503,0.174815036992601
S15,RFG22,SE,29.5465507507324,56.6301155090332,-13.3483400344849,25,9,-1.87577213195906,0.0327934413117376,3.16715108716,1.30288244145397,OFC,-0.788885164257396,0.272878757581817
S15,RFG22,SJ,29.5465507507324,56.6301155090332,-13.3483400344849,25,15,0.15756704167638,0.425714857028594,3.49929850055998,5.20203529528858,OFC,-0.524891665759734,0.198826901286409
S15,RFG23,EP,40.9844589233398,58.6165542602539,-6.81472015380859,25,7,0.662956402645646,0.266946610677864,3.32126130451999,1.03754474518316,OFC,0.805684352509153,0.232753449310138
S15,RFG23,MTH,40.9844589233398,58.6165542602539,-6.81472015380859,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-1.34807386758554,0.109778044391122
S15,RFG23,OTH,40.9844589233398,58.6165542602539,-6.81472015380859,25,16,-0.64028810867245,0.271545690861828,3.74001918908003,2.42959191899469,OFC,-0.625258372005879,0.252599480103979
S15,RFG23,SE,40.9844589233398,58.6165542602539,-6.81472015380859,25,9,-0.634189047599182,0.255548890221956,3.16715108716,1.30288244145397,OFC,0.142044668558681,0.398386989268813
S15,RFG23,SJ,40.9844589233398,58.6165542602539,-6.81472015380859,25,15,0.0226435278682965,0.484703059388122,3.49929850055998,5.20203529528858,OFC,-0.346898962420123,0.342331533693261
S15,RFG24,EP,43.473804473877,53.2200546264648,-0.0892515182495117,25,7,1.22923225717022,0.148170365926815,3.32126130451999,1.03754474518316,OFC,0.520134919753661,0.289292141571686
S15,RFG24,MTH,43.473804473877,53.2200546264648,-0.0892515182495117,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.414235793791184,0.265146970605879
S15,RFG24,OTH,43.473804473877,53.2200546264648,-0.0892515182495117,25,16,1.30461828617557,0.106978604279144,3.74001918908003,2.42959191899469,OFC,-0.317961714246441,0.172215556888622
S15,RFG24,SE,43.473804473877,53.2200546264648,-0.0892515182495117,25,9,-0.362161925771765,0.371325734853029,3.16715108716,1.30288244145397,OFC,-0.548973564407072,0.266613343997867
S15,RFG24,SJ,43.473804473877,53.2200546264648,-0.0892515182495117,25,15,1.47400810826727,0.0783843231353729,3.49929850055998,5.20203529528858,OFC,-0.417493432846146,0.150236619342798
S15,RFG2,EP,16.2631425857544,34.4900588989258,-27.1337280273438,25,7,-2.09342471412345,0.0151969606078784,3.32126130451999,1.03754474518316,OFC,0.23572379083042,0.233003399320136
S15,RFG2,MTH,16.2631425857544,34.4900588989258,-27.1337280273438,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,3.03081638962295,0.0589882023595281
S15,RFG2,OTH,16.2631425857544,34.4900588989258,-27.1337280273438,25,16,-2.77030986778003,0.002999400119976,3.74001918908003,2.42959191899469,OFC,-1.20101610940606,0.150619876024795
S15,RFG2,SE,16.2631425857544,34.4900588989258,-27.1337280273438,25,9,-3.02989435892546,0.0001999600079984,3.16715108716,1.30288244145397,OFC,-0.223927039868099,0.38505632206892
S15,RFG2,SJ,16.2631425857544,34.4900588989258,-27.1337280273438,25,15,-2.20340655097783,0.0125974805038992,3.49929850055998,5.20203529528858,OFC,-0.897362594549855,0.206891954942345
S15,RFG3,EP,24.5600967407227,31.6819038391113,-20.6949596405029,25,7,-2.89735600839192,0.00399920015996801,3.32126130451999,1.03754474518316,OFC,0.624688288192665,0.238252349530094
S15,RFG3,MTH,24.5600967407227,31.6819038391113,-20.6949596405029,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,4.52770923971586,0.111910951143105
S15,RFG3,OTH,24.5600967407227,31.6819038391113,-20.6949596405029,25,16,-2.16628270994305,0.0155968806238752,3.74001918908003,2.42959191899469,OFC,1.24189947561035,0.166066786642671
S15,RFG3,SE,24.5600967407227,31.6819038391113,-20.6949596405029,25,9,-3.35254429436475,0.000599880023995201,3.16715108716,1.30288244145397,OFC,0.338124093499128,0.0924481770312604
S15,RFG3,SJ,24.5600967407227,31.6819038391113,-20.6949596405029,25,15,-1.99032988907773,0.0255948810237952,3.49929850055998,5.20203529528858,OFC,0.993400457245484,0.0708524961674332
